ID;Título;Localización;Precio;numero_calle;metros_cuadrados;habitaciones;baños;parcela_m2;plaza_garaje;estado;orientacion;año_construccion;calefaccion;planta;ascensor;LATITUD;LONGITUD
106280453;Piso en venta en calle de Daimiel;Los Cármenes;450000.0;;94.0;3.0;2.0;;;Segunda mano/buen estado;oeste;1962.0;Gas;Planta 4ª exterior;True;40°24'30.64'' N;3°43'21.94'' W
106252040;Piso en venta en calle de Magallanes;Arapiles;990000.0;;164.0;4.0;3.0;;;;;;Gas;Planta 5ª interior;True;40°25'56.84'' N;3°42'19.35'' W
105959710;Piso en venta en calle del Laurel;Acacias;539000.0;;105.0;3.0;2.0;;True;Segunda mano/buen estado;oeste;1961.0;Gas;Planta 4ª interior;True;40°24'14.15'' N;3°42'19.45'' W
85829870;Casa o chalet independiente en venta en calle de la Madre de Dios;Nueva España;4500000.0;;552.0;6.0;7.0;406.0;True;Segunda mano/buen estado;oeste;;Calefacción individual;;;40°27'46.15'' N;3°40'28.27'' W
105781276;Ático en venta en avenida del Planetario;Legazpi;899000.0;;222.0;2.0;2.0;;True;Segunda mano/buen estado;este;1995.0;Gas natural;Planta 8ª exterior;True;40°23'40.78'' N;3°40'48.06'' W
106185285;Chalet adosado en venta en calle de Gascones;Peñagrande;1390000.0;;407.0;8.0;5.0;315.0;True;Segunda mano/buen estado;este;1980.0;Gas natural;;;40°28'36.73'' N;3°44'18.73'' W
106037939;Ático en venta en calle de los Fundadores;Fuente del Berro;950000.0;;146.0;3.0;2.0;;True;;;;;Planta 5ª exterior;True;40°25'29.05'' N;3°40'6.11'' W
103565392;Chalet adosado en venta en calle de Santolinas;Bernabéu-Hispanoamérica;1050000.0;;160.0;3.0;3.0;;;Segunda mano/buen estado;sur;1940.0;Calefacción central;;;40°27'16.16'' N;3°39'55.94'' W
96157390;Piso en venta en calle de Recoletos s/n;Recoletos;2600000.0;;247.0;4.0;3.0;;;Segunda mano/buen estado;sur;;Gas natural;Planta 1ª exterior;True;40°25'20.33'' N;3°41'27.44'' W
104602745;Piso en venta en calle de Argensola, 11;Chueca-Justicia;645000.0;11.0;74.0;2.0;;;;Segunda mano/buen estado;este;1910.0;Calefacción individual;Planta 2ª interior;True;40°25'29.1'' N;3°41'43.45'' W
96292622;Casa o chalet independiente en venta en calle del Valle de Toranzo;Valdemarín;2500000.0;;761.0;11.0;10.0;2517.0;;Segunda mano/buen estado;;;;;;40°28'3.05'' N;3°47'41.64'' W
104177407;Piso en venta en calle de Artesa de Segre;Ciudad Universitaria;490000.0;;80.0;;;;True;Segunda mano/buen estado;oeste;;Calefacción central;;True;40°28'7.13'' N;3°43'44.23'' W
104356208;Piso en venta en calle de Ferraz;Argüelles;1890000.0;;316.0;4.0;3.0;;;;oeste;;Gas;Planta 3ª exterior;True;40°25'27.48'' N;3°42'58.57'' W
106249087;Piso en venta en calle de Don Ramón de la Cruz;Goya;1050000.0;;117.0;2.0;2.0;;;Segunda mano/buen estado;norte;;Calefacción individual;Planta 3ª exterior;True;40°25'45.63'' N;3°41'12.61'' W
102093483;Piso en venta en calle de la Academia;Jerónimos;1200000.0;;124.0;2.0;2.0;;;Segunda mano/buen estado;sur;1970.0;Calefacción individual;Planta 2ª exterior;True;40°24'53.41'' N;3°41'27.43'' W
105276550;Piso en venta en calle de Alcalá;Goya;1690000.0;;165.0;3.0;3.0;;;Segunda mano/buen estado;oeste;;Calefacción central;Planta 6ª exterior;True;40°25'1.98'' N;3°42'8.09'' W
103952448;Chalet adosado en venta en paseo de La Habana;Nueva España;3110000.0;;420.0;5.0;5.0;;True;;;1987.0;Gas natural;;;40°26'53.19'' N;3°41'24.16'' W
103334938;Casa o chalet independiente en venta en calle de Zumárraga;El Plantío;2950000.0;;780.0;7.0;8.0;3528.0;True;Segunda mano/buen estado;oeste;1970.0;;;;40°28'11.04'' N;3°48'56.66'' W
106296553;Piso en venta en calle del Duque de Sesto;Goya;1650000.0;;192.0;3.0;2.0;;;Segunda mano/buen estado;;;;Planta 3ª exterior;True;40°25'21.71'' N;3°40'42.99'' W
103342470;Casa o chalet independiente en venta en avenida de Fuentelarreina;Ciudad Universitaria;2250000.0;;510.0;6.0;7.0;1280.0;True;;este;1970.0;Calefacción individual;;;40°28'15.94'' N;3°45'0.37'' W
104484357;Casa o chalet independiente en venta en calle de la Madre de Dios;Nueva España;4700000.0;;886.0;6.0;7.0;1175.0;True;Segunda mano/buen estado;este;2003.0;Calefacción individual;;;40°27'46.15'' N;3°40'28.27'' W
105033854;Piso en venta en calle del Conde de Peñalver;Goya;2350000.0;;172.0;4.0;4.0;;;;oeste;1930.0;Gas natural;Planta 2ª exterior;True;40°25'30.02'' N;3°40'33.26'' W
28839965;Casa o chalet independiente en venta en calle Paradores;El Plantío;3100000.0;;1.0;5.0;6.0;4440.0;True;;este;1993.0;Calefacción individual;;;40°28'34.81'' N;3°49'38.53'' W
106046207;Ático en venta en calle de Pablo Vidal;Colina;1770000.0;;297.0;4.0;5.0;;True;Segunda mano/buen estado;este;2023.0;Eléctrica;Planta 4ª exterior;True;40°27'30.79'' N;3°39'46.05'' W
104428294;Casa o chalet independiente en venta en calle Paradores;El Plantío;2300000.0;;541.0;5.0;5.0;2500.0;True;Segunda mano/buen estado;oeste;2004.0;Calefacción individual;;;40°28'34.81'' N;3°49'38.53'' W
102694762;Casa o chalet independiente en venta en calle de Guerrero y Mendoza;Ciudad Jardín;2475000.0;;300.0;3.0;4.0;;;Segunda mano/buen estado;oeste;;Calefacción individual;;;40°27'4.87'' N;3°40'23.27'' W
105943886;Piso en venta en calle de los Gavilanes;Fuentelarreina;920000.0;;207.0;4.0;3.0;;True;Segunda mano/buen estado;sur;;Calefacción central;Planta 5ª exterior;True;40°24'5.86'' N;3°35'25.62'' W
104938362;Piso en venta en calle del Duque de Sesto;Goya;1290000.0;;133.0;2.0;3.0;;True;Segunda mano/buen estado;sur;1941.0;Gas;Planta 1ª exterior;True;40°25'21.71'' N;3°40'42.99'' W
105968310;Piso en venta en calle de Bailén;Palacio;1100000.0;;164.0;3.0;2.0;;;Segunda mano/buen estado;;1940.0;;Planta 4ª exterior;True;40°25'19.18'' N;3°42'45.63'' W
105547133;Casa o chalet independiente en venta en calle Peguerinos;Ciudad Universitaria;3900000.0;;709.0;5.0;6.0;1005.0;True;Segunda mano/buen estado;oeste;;;;;40°28'1.67'' N;3°43'53.65'' W
103682987;Casa o chalet independiente en venta en calle Lamiaco;El Plantío;2950000.0;;555.0;6.0;6.0;2502.0;True;Segunda mano/buen estado;oeste;1970.0;Calefacción individual;;;40°28'22.75'' N;3°49'10.19'' W
105659785;Piso en venta en calle de Pizarro;Malasaña-Universidad;665000.0;;131.0;2.0;2.0;;;Segunda mano/buen estado;oeste;1900.0;;Planta 2ª exterior;True;40°25'21.39'' N;3°42'22.85'' W
104286191;Piso en venta en calle de José Abascal;Nuevos Ministerios-Ríos Rosas;2790000.0;;459.0;4.0;3.0;;True;;sur;1957.0;Gas;Planta 2ª exterior;True;40°26'19.39'' N;3°42'7.7'' W
103518655;Casa o chalet independiente en venta en ronda Abubilla;Conde Orgaz-Piovera;3500000.0;;489.0;6.0;6.0;1031.0;True;Segunda mano/buen estado;oeste;2017.0;Calefacción individual;;;40°27'8.02'' N;3°38'17.83'' W
105027371;Piso en venta en calle de Alcalá;Guindalera;1149000.0;;207.0;3.0;3.0;;;Segunda mano/buen estado;este;1957.0;Gas;Planta 1ª exterior;True;40°25'1.98'' N;3°42'8.09'' W
105245909;Dúplex en venta en calle Ariel;Legazpi;1100000.0;;235.0;3.0;3.0;;True;Segunda mano/buen estado;sur;2005.0;Gas natural;Planta 9ª exterior;True;40°23'36.55'' N;3°40'44.9'' W
104804297;Piso en venta en calle de Santiago;Palacio;1400000.0;;240.0;3.0;2.0;;;;este;;Gas natural;Planta 3ª exterior;True;40°24'57.9'' N;3°42'35.06'' W
105113334;Ático en venta en calle de Fuencarral;Malasaña-Universidad;1030000.0;;60.0;2.0;;;;Segunda mano/buen estado;este;;Calefacción individual;Planta 5ª exterior;True;40°25'12.98'' N;3°42'5.96'' W
106026132;Piso en venta en calle de Toledo;Palacio;529000.0;;89.0;3.0;;;;Segunda mano/buen estado;este;1900.0;Calefacción individual;Planta 4ª exterior;True;40°24'53.87'' N;3°42'27.34'' W
105969917;Ático en venta en calle de Arriaza;Argüelles;580000.0;;69.0;2.0;;;;Segunda mano/buen estado;oeste;1929.0;Gas;Planta 6ª exterior;True;40°25'14.42'' N;3°42'56.87'' W
103052663;Piso en venta en calle de Serrano;Castellana;2300000.0;;214.0;4.0;4.0;;;;oeste;1935.0;Calefacción central;Planta 1ª exterior;True;40°25'14.99'' N;3°41'19.64'' W
96990574;Chalet pareado en venta en avenida del Papa Negro;Conde Orgaz-Piovera;1890000.0;;385.0;5.0;4.0;;True;Segunda mano/buen estado;oeste;1994.0;Gas natural;;;40°27'4.46'' N;3°38'0.44'' W
105692476;Piso en venta en calle de Linneo;Imperial;515000.0;;108.0;4.0;2.0;;;;oeste;1960.0;Gas;Planta 1ª exterior;True;40°24'48.9'' N;3°43'13.47'' W
105692476;Piso en venta en calle de Linneo;Imperial;515000.0;;108.0;4.0;2.0;;;;oeste;1960.0;Gas;Planta 1ª exterior;True;40°24'48.9'' N;3°43'13.47'' W
105329169;Piso en venta en calle de Castelló;Castellana;1499000.0;;170.0;3.0;3.0;;;Segunda mano/buen estado;este;;;Planta 1ª interior;True;40°25'20.65'' N;3°40'54.64'' W
101329238;Piso en venta en calle del Doctor Esquerdo;Fuente del Berro;795000.0;;128.0;3.0;2.0;;;Segunda mano/buen estado;;;;Planta 5ª exterior;True;40°25'39.3'' N;3°40'5.52'' W
105580740;Piso en venta en calle del Monasterio de las Batuecas, 23;Montecarmelo;724000.0;23.0;163.0;3.0;2.0;;True;Segunda mano/buen estado;este;;Gas natural;;True;40°30'7.28'' N;3°42'17.87'' W
106361370;Piso en venta en calle del Casino;Lavapiés-Embajadores;460000.0;;88.0;3.0;;;True;;norte;1955.0;Gas natural;Planta 5ª interior;True;40°24'24.8'' N;3°42'16.72'' W
106280987;Piso en venta en calle de Carranza;Malasaña-Universidad;690000.0;;98.0;2.0;;;;Segunda mano/buen estado;norte;1970.0;Gas natural;Planta 1ª exterior;True;40°25'44.06'' N;3°42'9.18'' W
102455413;Piso en venta en calle de Serrano;Castellana;1275000.0;;125.0;3.0;4.0;;;Segunda mano/buen estado;este;;Calefacción central;Planta 1ª exterior;True;40°25'14.99'' N;3°41'19.64'' W
106294584;Chalet adosado en venta en calle del Cerro Minguete;Arroyo del Fresno;1072000.0;;330.0;6.0;5.0;120.0;True;Segunda mano/buen estado;sur;1997.0;Gas natural;;;40°29'11.04'' N;3°42'54.54'' W
104566289;Piso en venta en calle de la Fuente del Berro;Goya;1490000.0;;186.0;5.0;2.0;;True;Segunda mano/buen estado;este;;Calefacción central;Planta 3ª exterior;True;40°25'36.81'' N;3°40'14.31'' W
106295762;Piso en venta en calle San Martín de Porres;Ciudad Universitaria;1278000.0;;217.0;4.0;4.0;;True;Segunda mano/buen estado;oeste;1971.0;Gas natural;Planta 1ª exterior;True;40°27'56.68'' N;3°43'37.46'' W
104870397;Piso en venta en paseo de la Castellana;Castilla;333000.0;;37.0;;;;;Segunda mano/buen estado;este;1960.0;Eléctrica;;True;40°24'16.53'' N;3°36'53.06'' W
105615858;Casa o chalet independiente en venta en calle Eibar;El Plantío;9000000.0;;1.0;9.0;13.0;2890.0;True;Segunda mano/buen estado;oeste;2012.0;Gas natural;;;40°28'14.21'' N;3°48'38.29'' W
105528295;Piso en venta en calle del Conde de Peñalver;Goya;550000.0;;60.0;;;;;Segunda mano/buen estado;;;;Planta 1ª interior;True;40°25'30.02'' N;3°40'33.26'' W
105490983;Piso en venta en calle de la Fuente del Berro;Goya;445000.0;;65.0;2.0;2.0;;;Segunda mano/buen estado;norte;;Calefacción individual;;True;40°25'36.81'' N;3°40'14.31'' W
105538120;Piso en venta en calle del Duque de Sesto;Goya;790000.0;;78.0;2.0;2.0;;;Segunda mano/buen estado;;;;Planta 6ª exterior;True;40°25'21.71'' N;3°40'42.99'' W
106281323;Piso en venta en calle de la Fuente del Berro;Goya;1700000.0;;170.0;3.0;2.0;;;Segunda mano/buen estado;oeste;1940.0;Gas natural;Planta 1ª exterior;True;40°25'36.81'' N;3°40'14.31'' W
106232776;Piso en venta en calle de Hilarión Eslava;Gaztambide;2100000.0;;265.0;5.0;4.0;;;Segunda mano/buen estado;oeste;;Gas;Planta 2ª exterior;True;40°25'55.62'' N;3°43'1.05'' W
105700444;Piso en venta en calle del Príncipe de Vergara;Castellana;3900000.0;;251.0;4.0;5.0;;True;;;1946.0;Calefacción central;Planta 3ª exterior;True;40°25'22.3'' N;3°40'49.93'' W
103994353;Casa o chalet independiente en venta en calle de Amorebieta;El Plantío;2900000.0;;1.0;7.0;8.0;3222.0;True;Segunda mano/buen estado;;1970.0;;;;40°28'9.33'' N;3°48'13.82'' W
99170917;Piso en venta en calle de Jorge Juan;Recoletos;1200000.0;;133.0;3.0;4.0;;;Segunda mano/buen estado;oeste;1891.0;Calefacción central;Planta 1ª interior;True;40°25'26.5'' N;3°41'15.87'' W
105294446;Piso en venta en calle del Príncipe de Vergara;Goya;1830000.0;;175.0;2.0;3.0;;;Segunda mano/buen estado;sur;;Gas;Planta 1ª exterior;True;40°25'22.3'' N;3°40'49.93'' W
106167181;Piso en venta en calle de Fernán González;Ibiza;959000.0;;104.0;3.0;3.0;;;Segunda mano/buen estado;;1945.0;Calefacción central;;True;40°25'31.17'' N;3°40'26.38'' W
103550987;Piso en venta en avenida de América;Prosperidad;1400000.0;;236.0;4.0;2.0;;True;;;1968.0;Calefacción central;Planta 1ª exterior;True;40°26'16.35'' N;3°40'39.02'' W
106265016;Piso en venta en calle del Carril de los Caleros;Aravaca;1300000.0;;188.0;4.0;4.0;;True;Segunda mano/buen estado;oeste;2019.0;Gas;;True;40°27'43.9'' N;3°47'39.4'' W
105597765;Piso en venta en calle de Bravo Murillo;Bellas Vistas;580000.0;;136.0;3.0;2.0;;;;oeste;1988.0;Bomba de frío/calor;Planta 1ª exterior;True;40°26'2.63'' N;3°42'16.36'' W
103607713;Piso en venta en paseo del Rey;Argüelles;435000.0;;89.0;2.0;;;;Segunda mano/buen estado;oeste;;Gas natural;Planta 3ª interior;True;40°25'14.33'' N;3°43'5.53'' W
105893457;Piso en venta en paseo del Pintor Rosales;Argüelles;4100000.0;;412.0;5.0;5.0;;True;Segunda mano/buen estado;oeste;1970.0;Gas natural;Planta 5ª exterior;True;40°25'40.6'' N;3°43'18'' W
106185665;Dúplex en venta en calle de Añastro;Atalaya;1900000.0;;457.0;5.0;4.0;;True;;sur;1983.0;Gas natural;Planta 4ª exterior;True;40°28'2.79'' N;3°39'53.21'' W
105597765;Piso en venta en calle de Bravo Murillo;Bellas Vistas;580000.0;;136.0;3.0;2.0;;;;oeste;1988.0;Bomba de frío/calor;Planta 1ª exterior;True;40°26'2.63'' N;3°42'16.36'' W
105500975;Piso en venta en avenida de Alberto de Alcocer;Nueva España;860000.0;;129.0;3.0;2.0;;True;;sur;;Calefacción central;Planta 1ª exterior;True;40°27'33.76'' N;3°41'19.53'' W
100645460;Piso en venta en plaza de Valparaíso;Bernabéu-Hispanoamérica;965000.0;;145.0;3.0;3.0;;True;;sur;2000.0;Gas;Planta 4ª exterior;True;40°27'18.77'' N;3°40'52.73'' W
103798885;Casa o chalet independiente en venta en calle de las Islas Bikini;Peñagrande;1680000.0;;414.0;5.0;4.0;338.0;True;Segunda mano/buen estado;oeste;;Calefacción individual;;;40°28'28.11'' N;3°43'39.49'' W
105822598;Piso en venta en plaza Manolete;Cuatro Caminos;1050000.0;;200.0;5.0;3.0;;;;;;Gas;Planta 1ª exterior;True;40°27'15.13'' N;3°41'28.99'' W
97670197;Piso en venta en avenida de América;Guindalera;1290000.0;;210.0;4.0;3.0;;True;Segunda mano/buen estado;oeste;1966.0;Calefacción central;Planta 9ª exterior;True;40°26'16.35'' N;3°40'39.02'' W
105963713;Piso en venta en avenida de Nuestra Señora de Fátima;Vista Alegre;295000.0;;92.0;4.0;;;True;;sur;1972.0;Gas natural;;True;40°23'12.89'' N;3°44'35.73'' W
105768680;Piso en venta en calle del Convenio;San Diego;200000.0;;72.0;;;;;Segunda mano/buen estado;oeste;2000.0;Gas natural;Planta 4ª exterior;True;40°23'38.09'' N;3°40'20.61'' W
106158829;Piso en venta en paseo de la Castellana;Ventilla-Almenara;960000.0;;163.0;4.0;2.0;;True;Segunda mano/buen estado;este;1965.0;Calefacción central;Planta 5ª exterior;True;40°24'16.53'' N;3°36'53.06'' W
101981389;Piso en venta en calle de la Magdalena;Lavapiés-Embajadores;645000.0;;262.0;2.0;2.0;;;Segunda mano/buen estado;;1850.0;Gas natural;;True;40°24'45.15'' N;3°42'11.5'' W
97801997;Casa o chalet independiente en venta en calle Navarredonda de Gredos;Fuentelarreina;1970000.0;;862.0;8.0;7.0;1352.0;True;Segunda mano/buen estado;oeste;1986.0;Gas natural;;;40°28'42.67'' N;3°44'29.31'' W
102823965;Casa o chalet independiente en venta en calle Siguero;Fuentelarreina;3000000.0;;881.0;5.0;7.0;1393.0;;Segunda mano/buen estado;oeste;1980.0;Gas natural;;;40°28'41.16'' N;3°44'43.98'' W
105943388;Piso en venta en calle del Príncipe de Vergara;Recoletos;2184000.0;;211.0;3.0;3.0;;;Segunda mano/buen estado;;1939.0;Gas;Planta 1ª exterior;True;40°25'22.3'' N;3°40'49.93'' W
106430600;Ático en venta en calle de Ortiz Campos;Pradolongo;446000.0;;98.0;3.0;;;True;Segunda mano/buen estado;oeste;2005.0;Gas natural;Planta 5ª exterior;True;40°23'7.2'' N;3°42'23.08'' W
106149700;Dúplex en venta en calle de Antonio López;Almendrales;780000.0;;241.0;4.0;3.0;;True;Segunda mano/buen estado;sur;2005.0;Gas natural;;True;40°23'51.15'' N;3°42'53.98'' W
106083598;Piso en venta en calle de San Bernardo;Malasaña-Universidad;1100000.0;;128.0;3.0;2.0;;;Segunda mano/buen estado;;;Gas natural;Planta 2ª exterior;True;40°25'14.43'' N;3°42'30.46'' W
106081215;Piso en venta en paseo del Rey;Argüelles;740000.0;;90.0;2.0;2.0;;;Segunda mano/buen estado;sur;1940.0;Gas;;True;40°25'14.33'' N;3°43'5.53'' W
105201758;Piso en venta en calle de Ayala;Goya;2630000.0;;306.0;5.0;4.0;;;Segunda mano/buen estado;sur;1962.0;Calefacción individual;Planta 4ª exterior;True;40°25'40.97'' N;3°41'20.3'' W
103979629;Piso en venta en calle de Santa Engracia;Almagro;1400000.0;;146.0;2.0;3.0;;;Segunda mano/buen estado;oeste;1932.0;Gas natural;Planta 1ª exterior;True;40°25'41.55'' N;3°41'45.67'' W
104880975;Piso en venta en calle de San Marcos;Chueca-Justicia;750000.0;;73.0;;2.0;;;Segunda mano/buen estado;este;1848.0;Bomba de frío/calor;Planta 2ª exterior;True;40°25'18.79'' N;3°41'59.17'' W
104311723;Piso en venta en calle del Desengaño;Malasaña-Universidad;1260000.0;;150.0;3.0;2.0;;;Segunda mano/buen estado;norte;1900.0;Eléctrica;Planta 1ª exterior;True;40°25'13.92'' N;3°42'8.6'' W
104880975;Piso en venta en calle de San Marcos;Chueca-Justicia;750000.0;;73.0;;2.0;;;Segunda mano/buen estado;este;1848.0;Bomba de frío/calor;Planta 2ª exterior;True;40°25'18.79'' N;3°41'59.17'' W
105408203;Piso en venta en calle de Donoso Cortés;Gaztambide;459000.0;;95.0;;;;;Segunda mano/buen estado;sur;1980.0;Gas natural;;True;40°26'9.49'' N;3°42'17.02'' W
106379592;Piso en venta en calle de Núñez de Balboa;Castellana;4800000.0;;500.0;6.0;5.0;;True;;oeste;1975.0;Calefacción central;Planta 4ª exterior;True;40°25'18.2'' N;3°40'59.4'' W
105049357;Piso en venta en calle de Alonso Carbonell;Chopera;469900.0;;143.0;4.0;2.0;;;Segunda mano/buen estado;oeste;1953.0;Gas natural;Planta 1ª exterior;True;40°23'43.53'' N;3°41'47.22'' W
105882131;Piso en venta en calle Vallandes;Moscardó;499000.0;;111.0;3.0;2.0;;True;Segunda mano/buen estado;;1978.0;Gas natural;Planta 5ª exterior;True;40°23'28.23'' N;3°42'12.7'' W
106253410;Ático en venta en calle del Clavel;Chueca-Justicia;995000.0;;75.0;;;;;Segunda mano/buen estado;;1948.0;Calefacción central;Planta 6ª exterior;True;40°25'10.15'' N;3°41'59.29'' W
103786667;Chalet adosado en venta en paseo de La Habana;Nueva España;3110000.0;;430.0;6.0;6.0;;True;;sur;1987.0;;;;40°26'53.19'' N;3°41'24.16'' W
